CNPJ,Razao Social,Porte,Total_Pago,Ticket_Medio_Cliente,Qtd_Propostas,Produtos_Adquiridos,Mensalidade_Estimada_Base
14891051000165,RV HOTÉIS LTDA,3. Pequeno,16747.89,2392.555714285714,7,"CONTRATO DE SAÚDE E SEGURANÇA, EDUCAÇÃO CORPORATIVA - NR 10 E NR 35, RENOVAÇÃO DOS PROGRAMAS LEGAIS, RENOVAÇÃO - SEBRAETEC, SST + EDUCAÇÃO CORPORATIVA, SERVIÇOS EM SST, COMBO - SST E EDUCAÇÃO CORPORATIVA",199.37964285714284
24870569000176,AGRONEGÓCIO VASCONCELOS EIRELI,3. Pequeno,16576.57,2072.07125,8,"CONTRATO DE SAÚDE E SEGURANÇA, PALESTRA EPI - EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL, PPP - PERFIL PROFISSIOGRÁFICO PREVIDENCIÁRIO (ORIENTAÇÃO), MEDIÇÕES, SERVIÇOS DE SAÚDE E SEGURANÇA NO TRABALHO, SERVIÇO EM SAÚDE E SEGURANÇA NO TRABALHO",197.34011904761905
23411346000188,Costa & Silva Ltda,3. Pequeno,16502.979999999996,3300.595999999999,5,"Combo - Clikanet Telecom, CONTRATO DE SAÚDE E SEGURANÇA, EDUCAÇÃO COORPORATIVA, EDUCAÇÃO CORPORATIVA",196.46404761904756
7149307000106,CONFECÇÕES NÓBREGA EIRELI,3. Pequeno,16500.329999999998,4125.0824999999995,4,"CONTRATO DE SAÚDE E SEGURANÇA, RENOVAÇÃO DOS PROGRAMAS, RENOVAÇÃO DOS PROGRAMAS LEGAIS",196.43249999999998
16682715000101,Atalaia Mineracao Industria E Comercio Ltda,3. Pequeno,16452.559999999998,2742.093333333333,6,"Medicoes- Atalaia Mineracao Industria E Comercio Ltda, MEDIÇÕES, CAMPANHAS CORPORATIVAS 2024, COMBO DE CAMPANHAS, CAMPANHA SETEMBRO AMARELO, CAMPANHA ABRIL VERDE 2022",195.8638095238095
11669055000105,Mro Servicos Logisticos S.A.,3. Pequeno,16213.169999999995,5404.3899999999985,3,"Sesi Cambona - Laudos E Medicoes - Mro Servicos Logisticos S.a, EDUCAÇÃO CORPORATIVA",193.0139285714285
17336019000106,AUTO POSTO VELOZ LTDA - EPP,3. Pequeno,16197.17,1079.8113333333333,15,"CONTRATO DE SAÚDE E SEGURANÇA, PPP - PERFIL PROFISSIOGRÁFICO PREVIDENCIÁRIO (ORIENTAÇÃO), MEDIÇÃO, MEDIÇÕES, SERVIÇOS DE SAÚDE E SEGURANÇA NO TRABALHO, ELABORAÇÃO DE PPP, SERVIÇO EM SAÚDE E SEGURANÇA NO TRABALHO",192.82345238095238
12718011000271,Central Acucareira Santo Antonio S A,3. Pequeno,16133.9,4033.475,4,"MEDIÇÃO, CURSOS NORMATIVOS (NR-11), TEATRO SOCIOEDUCATIVO, CURSOS NORMATIVOS (NR-20)",192.0702380952381
8614679000110,REAL ARAPIRACA VIAÇÃO LTDA,3. Pequeno,16127.59,1343.9658333333334,12,"SERVIÇO EM SST, EDUCAÇÃO CORPORATIVA, nan, CONTRATO DE SAÚDE E SEGURANÇA, RENOVAÇÃO DOS PROGRAMAS LEGAIS, LTCAT",191.99511904761906
47016991000164,T T Servicos Empresariais Ltda,3. Pequeno,16062.230000000003,5354.076666666668,3,"Ufas - Sst - Tt Servicos, Sst - Tt Servicos",191.21702380952385
36033147000125,VMN 01 EMPREENDIMENTOS IMOBILIARIOS SPE EIRELI,3. Pequeno,16056.78,4014.195,4,"EDUCAÇÃO CORPORATIVA -  TREINAMENTOS, EDUCAÇÃO CORPORATIVA - AÇÕES TEATRAIS, CAMPANHA EDUCATIVA TEATRAL - JULHO SST, CONTRATO DE SAÚDE E SEGURANÇA",191.15214285714288
30984346000132,Distribuidora Klean Ltda,3. Pequeno,15978.39000000001,2282.6271428571445,7,"Ufas - Combo Sst (renovacao) - Distribuidora Klean Ltda, Sst - Medicoes - Distribuidora Klean Ltda, CONTRATO DE SAÚDE E SEGURANÇA, PERICIA MEDICA, SERVIÇOS EM SAÚDE E SEGURANÇA NO TRABALHO, SERVIÇOS EM SST",190.2189285714287
19936024000185,P. F. MACIEL - REFEIÇÕES,3. Pequeno,15929.73,1448.1572727272726,11,"SERVIÇOS EM SST, CONTRATO DE SAÚDE E SEGURANÇA, RENOVAÇÃO - SERVIÇOS EM SST, RENOVAÇÃO DOS PROGRAMAS LEGAIS, LAUDOS E MEDIÇÕES, AET - ANÁLISE ERGONÔMICA DE TRABALHO, REVISÃO PCMSO, REVISÃO DOS PROGRAMAS",189.63964285714286
23097643000109,Lira Comercio Varejista De Alimentos Ltda,3. Pequeno,15893.26,2648.8766666666666,6,"CONTRATO DE SAÚDE E SEGURANÇA, RENOVAÇÃO DOS PROGRAMAS LEGAIS, EDUCAÇÃO CORPORATIVA, LAUDOS E AVALIAÇÕES AMBIENTAIS",189.2054761904762
9277089000102,Energy Systen Servicos Especializados Ltda,4. Micro,15887.32,7943.66,2,"TREINAMENTO NR, TREINAMENTOS NORMATIVOS",189.1347619047619
23693654000143,INDUMASTER - MÁQUINAS EQUIPAMENTOS E MANUTENÇÃO EIRELI - ME,3. Pequeno,15887.29,2647.8816666666667,6,"CONTRATO DE SAÚDE E SEGURANÇA, EDUCAÇÃO CORPORATIVA, MEDIÇÕES, GESTÃO DO ESOCIAL, RENOVAÇÃO DOS PROGRAMAS LEGAIS, LAUDOS E MEDIÇÕES",189.13440476190476
3692424001477,Servico Nacional De Aprendizagem Comercial - Senac,3. Pequeno,15879.510000000002,3969.8775000000005,4,"COMBO SST, 3º ADITIVO - PGR, PCMSO, INSALUBRIDADE E PERICULOSIDADE, LTCAT E MEDIÇÕES, RENOVAÇÃO DOS PROGRAMAS LEGAIS",189.04178571428574
18035660000173,SERVE ALL MANUTENÇÃO EM REFRIGERAÇÃO LTDA - ME,4. Micro,15767.939999999999,3153.5879999999997,5,"SST, PPP, SERVIÇOS EM SST",187.7135714285714
24870569000176,Agronegocio Vasconcelos Ltda,3. Pequeno,15749.190000000002,1749.9100000000003,9,"Proposta Comercial - Ducamp, Combo Sst (renovacao) - Fazenda Santa Luzia, Combo Sst (renovacao) - Fabrica Ducamp, Educacao Corporativa - Fazenda Sao Sebastiao Do Bonito, Servicos Em Sst - Fazenda Sao Sebastiao Do Bonito, Medicoes - Fazenda Sao Sebastiao Do Bonito, Eco - Dia Da Cultura - Agronegocio Vasconcelos Eireli, Sst - Agronegocios Vasconcelos Ltda",187.49035714285716
1611866000525,P J Refeicoes Coletivas Ltda,3. Pequeno,15741.94,3148.388,5,"Assistencia Tecnica Em Pericia Judicial (engenharia De Seguranca) - P J Refeicoes Coletivas Ltda, Esocial - P J Refeicoes Coletivas Ltda, Medicoes - P J Refeicoes Coletivas Ltda, SERVIÇOS EM SST",187.40404761904762
3692424001205,SERVIÇO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC,4. Micro,15723.58,2246.2257142857143,7,"COMBO SST, 3º ADITIVO - PGR, PCMSO, INSALUBRIDADE E PERICULOSIDADE, LTCAT E MEDIÇÕES, RENOVAÇÃO DOS PROGRAMAS LEGAIS, SERVIÇOS EM SST - RENOVAÇÃO",187.18547619047618
12517413000208,SERVIÇO DE APOIO AS M E P EMPRESAS DE ALAGOAS-SEBRAE-AL,4. Micro,15710.22,3927.555,4,"EDUCAÇÃO CORPORATIVA, SERVIÇOS EM SST, RENOVAÇÃO DO CONTRATO Nº109/2019",187.02642857142857
16628118000107,AM3 ENGENHARIA LTDA - ME,3. Pequeno,15630.27,1420.9336363636364,11,"SST - PGR E PCMSO (ESCRITÓRIO), PCMSO (ANGATU MARECHAL), PCMSO - OBRA NOVA ANGATU, EDUCAÇÃO CORPORATIVA - NR 33, ELABORAÇÃO DO PCMSO - OBRA BRK, ELABORAÇÃO DOS PROGRAMAS LEGAIS - OBRA ANGATU, SERVIÇOS EM SST - ESCRITÓRIO, PCMSO - OBRA BRK AMBIENTAL, SERVIÇOS EM SST -RENOVAÇÃO ESCRITÓRIO CENTRAL, SERVIÇOS EM SST - RESERVATÓRIO VISTA LAGOA, SERVIÇOS EM SST - OBRA CASAL JARAGUÁ",186.07464285714286
9278987000690,ABYS MODAS LTDA - LOJA 06,3. Pequeno,15606.119999999999,2229.445714285714,7,"CONTRATO DE SAÚDE E SEGURANÇA, ELABORAÇÃO DOS PROGRAMAS LEGAIS (SST E ESOCIAL) - LOJA 06, SERVIÇOS EM SST (LOJA 1, LOJA 5, LOJA 6, LOJA 7 E LOJA 22), RENOVAÇÃO DOS PROGRAMAS LEGAIS - GRUPO, RENOVAÇÃO DOS PROGRAMAS LEGAIS - GRUPO ABYS, RENOVAÇÃO DOS PROGRAMAS LEGAIS",185.78714285714284
9278987002200,Abys Modas Ltda,3. Pequeno,15602.27,2600.3783333333336,6,"CONTRATO DE SAÚDE E SEGURANÇA, ELABORAÇÃO DOS PROGRAMAS LEGAIS (SST E ESOCIAL) - LOJA 22, SERVIÇOS EM SST (LOJA 1, LOJA 5, LOJA 6, LOJA 7 E LOJA 22), RENOVAÇÃO DOS PROGRAMAS LEGAIS - GRUPO, RENOVAÇÃO DOS PROGRAMAS LEGAIS",185.74130952380952
10823219000144,ENENGI - EMPRESA NACIONAL DE ENGENHARIA E CONSTRUCOES LTDA,3. Pequeno,15565.3,2594.2166666666667,6,"GESTÃO DO ESOCIAL - OBRA BAIXO SÃO FRANCISCO, SERVIÇOS EM SST - IMPLATAÇÃO DE PAVIMENTAÇÃO, DRENAGEM E URBANIZAÇÃO NA REGIÃO DO BAIXO SÃO FRANCISCO, SERVIÇOS EM SST - EXECUÇÃO DE OBRA E SERVIÇOS PARA MELHORIAS HABITACIONAIS EM 125 U.H NA GROTA DO GRUTÃO PELO PROJETO VIDA NOVA NAS GROTAS, SERVIÇOS EM SST - PARQUE MUNICIPAL DE MURICI, CURSO NR10 - TURMA MISTA, EDUCAÇÃO CORPORATIVA",185.30119047619047
5582326000198,ELO ENGENHARIA LTDA - EPP,4. Micro,15562.5,5187.5,3,"SERVIÇOS EM SAÚDE E SEGURANÇA DO TRABALHO, EDUCAÇÃO CORPORATIVA - NR 35, EDUCAÇÃO CORPORATIVA",185.26785714285714
10299764000183,LYRA & SANTOS INDÚSTRIA E COMÉRCIO DE MÁRMORES E GRANITOS LTDA,3. Pequeno,15545.99,1413.2718181818182,11,"MEDIÇÕES, SERVIÇOS EM SST (RENOVAÇÃO), CURSO NORMATIVO, CURSOS NORMATIVOS, CONTRATO DE SAÚDE E SEGURANÇA, CURSOS NORMATIVOS - EPI (NR-06), LAUDO DE INSALUBRIDADE E PERICULOSIDADE (SEBRAETEC), ELABORAÇÃO DE PPP",185.07130952380953
7824798000135,COOPERATIVA DOS AGRICULTORES FAMILIARES E DOS EMPREENDIMENTOS SOLIDÁRIOS,3. Pequeno,15446.77,2574.4616666666666,6,"MEDIÇÕES, EDUCAÇÃO CORPORATIVA - EPI, GESTÃO DO ESOCIAL, REVISÃO DOS LAUDOS, RENOVAÇÃO DOS PROGRAMAS LEGAIS, SERVIÇOS EM SST",183.89011904761907
16973609000268,LGCL COMÉRCIO DE MÓVEIS LTDA,4. Micro,15215.42,7607.71,2,SERVIÇOS EM SST,181.13595238095238
7524928000114,Constru Servicos De Telecomunicacoes Ltda,3. Pequeno,15185.26,3037.052,5,"Saude E Seguranca - Constru Servicos, Saude E Seguranca - Constru Servicos De Telecomunicacoes Ltda, CONTRATO DE SAÚDE E SEGURANÇA, ELABORAÇÃO DOS PROGRAMAS LEGAIS",180.77690476190477
18414740000130,Bio Digital Reciclagem De Eletronicos Ltda,3. Pequeno,15082.480000000003,1371.1345454545458,11,"Sst - Bio Digital Reciclagem De Eletronicos Ltda, Assistencia Tecnica Em Pericia Judicial - Bio Digital Reciclagem De Eletronicos Ltda, SERVIÇOS EM SST, PROPOSTA DE MEDIÇÕES, COMBO DE CAMPANHAS 2023, CONTRATO DE SAÚDE E SEGURANÇA, CURSO NORMATIVO, GESTÃO DO E-SOCIAL, CURSO DE CIPA (EAD), SERVIÇOS EM SAÚDE E SEGURANÇA NO TRABALHO",179.55333333333337
10769660000195,AGENCIA DE FOMENTO DE ALAGOAS S/A,3. Pequeno,15079.029999999999,3015.8059999999996,5,"SST - PGR / PCMSO, SERVIÇOS EM SST - GESTÃO DO ESOCIAL, SERVIÇOS EM SST, SERVIÇOS EM SAÚDE E SEGURANÇA - ANÁLISE ERGONÔMICA, RENOVAÇÃO DOS PROGRAMAS LEGAIS",179.51226190476189
96825575003308,Intermaritima Portos E Logistica S/A,3. Pequeno,15022.289999999999,5007.429999999999,3,"Saude E Seguranca No Trabalho - Intermaritima (inter-maceio), Saude E Seguranca No Trabalho - Intermaritima, PCMSO",178.8367857142857
2527858000134,PLASTEC INDÚSTRIA E COMÉRCIO LTDA,3. Pequeno,14979.130000000001,2496.521666666667,6,"CONTRATO DE SAÚDE E SEGURANÇA, AVALIAÇÕES QUANTITATIVAS E REVISÃO DOS LAUDOS, nan, RENOVAÇÃO DOS PROGRAMAS LEGAIS, SERVIÇOS EM SST",178.3229761904762
44835017000134,Industria Rm Ltda,3. Pequeno,14974.920000000007,3743.730000000002,4,"Cresce Industria Sesi - Rm Industria, Negocio Rm Industria, CONTRATO DE SAÚDE E SEGURANÇA, TEATRO CORPORATIVO",178.27285714285722
28978618000140,Irmaos Costas Ltda,4. Micro,14808.75,2115.535714285714,7,"Sesi Cambona - Renovacao Do Combo Sst - Erva Doce (centro), Educacao Corporativa - Erva Doce Doce Erva, Educacao Corporativa - Erva Doce, CONTRATO DE SAÚDE E SEGURANÇA, RENOVAÇÃO DOS PROGRAMAS LEGAIS - GRUPO IRMÃOS COSTA, RENOVAÇÃO DOS PROGRAMAS LEGAIS",176.29464285714286
7664567000101,Nutriagro Comercio E Servicos Ltda,4. Micro,14764.02000000001,4921.340000000003,3,"E-social - Nutriagro Comercio E Servicos Ltda, Combo Sst - Nutriagro, CONTRATO DE SAÚDE E SEGURANÇA",175.76214285714298
10485700000843,M H Servicos Ltda,3. Pequeno,14665.55,4888.516666666666,3,"Profissional De Nivel Tecnico - M H Servicos Ltda, Plano De Acao - M H Servicos Ltda, CONTRATO DE SAÚDE E SEGURANÇA",174.58988095238095
41864070000175,Ne Comercio Atacadista Ltda,3. Pequeno,14580.819999999989,3645.204999999997,4,"Sst - Ne Comercio Atacadista, CONTRATO DE SAÚDE E SEGURANÇA, GESTÃO DO ESOCIAL",173.58119047619033
41012181000153,Nordeste Fabricacao De Artefatos Ceramicos Ltda.,3. Pequeno,14574.239999999972,7287.119999999986,2,"Seguranca Do Trabalho - Ceramica Nordeste - Cresce Industria, Saude E Seguranca -  Nordeste Fabricacao De Artefatos Ceramicos Ltda",173.5028571428568
19216314000154,ACIOLI INDUSTRIA E COMERCIO DE PRODUTOS DESCARTAVEIS EIRELI,3. Pequeno,14543.19,1615.91,9,"EDUCAÇÃO CORPORATIVA - EPI, CONTRATO DE SAÚDE E SEGURANÇA, TREINAMENTO NORMATIVO, MEDIÇÕES, GESTÃO DO E-SOCIAL, CURSOS NORMATIVOS, SERVIÇOS EM SAÚDE E SEGURANÇA NO TRABALHO, PPRA - PROGRAMA DE PREVENÇÃO DE RISCOS AMBIENTAIS, PCMSO - PROGRAMA DE CONTROLE MÉDICO DE SAÚDE OCUPACIONAL",173.1332142857143
29441234000156,Biscoito Mana Ltda,3. Pequeno,14522.5,7261.25,2,"Cresce Industria Sesi - Biscoito Mana, CONTRATO DE SAÚDE E SEGURANÇA",172.88690476190476
23275905000170,Bem Estar Nutricao Clinica E Estetica S/S Ltda,4. Micro,14390.179999999998,3597.5449999999996,4,"Saude E Seguranca - Bem Estar Nutricao Clinica E Estetica S/s Ltda, CONTRATO DE SAÚDE E SEGURANÇA, ELABORAÇÃO DOS PROGRAMAS LEGAIS - COMBO ESOCIAL",171.31166666666664
49781482000153,Eco Green Plasticos Ltda,3. Pequeno,14377.800000000007,3594.4500000000016,4,"Sesi - Combo Sst (renovacao) - Eco Green Plasticos, Servicos Em Sst - Eco Green Plasticos, Negocio 49.781.482/0001-53 - Eco Green Plasticos, CONTRATO DE SAÚDE E SEGURANÇA",171.1642857142858
17958389000185,Combap Terraplenagem Ltda,4. Micro,14365.39,845.0229411764706,17,"Servico Em Sst - Combap Terraplenagem Ltda, Ordem De Servico - Combap Terraplenagem, EDUCAÇÃO CORPORATIVA, CONTRATO DE SAÚDE E SEGURANÇA, ORDEM DE SERVIÇO DE SEGURANÇA, SERVIÇO EM SST, EDUCAÇÃO COORPORATIVA, SERVIÇOS EM SST, RENOVAÇÃO DOS PROGRAMAS LEGAIS",171.0165476190476
9278987000770,ABYS MODAS LTDA - LOJA 07,4. Micro,14350.619999999999,2050.0885714285714,7,"CONTRATO DE SAÚDE E SEGURANÇA, ELABORAÇÃO DOS PROGRAMAS LEGAIS (SST E ESOCIAL) - LOJA 07, SERVIÇOS EM SST (LOJA 1, LOJA 5, LOJA 6, LOJA 7 E LOJA 22), RENOVAÇÃO DOS PROGRAMAS LEGAIS - GRUPO, RENOVAÇÃO DOS PROGRAMAS LEGAIS - GRUPO ABYS, RENOVAÇÃO DOS PROGRAMAS LEGAIS",170.84071428571428
279531000750,TUPAN CONSTRUÇÕES LTDA,3. Pequeno,14292.8,2041.8285714285714,7,"CONTRATO DE SAÚDE E SEGURANÇA, nan, GESTÃO DO E-SOCIAL, SERVIÇOS EM SAÚDE E SEGURANÇA NO TRABALHO, CAMPANHA OUTUBRO ROSA NOVEMBRO AZUL, PROPOSTA PARA QUE OS PROCESSOS CHEGUEM PARA EXECUÇÃO - PROPOSTA ACEITA 448404",170.15238095238095
23097643000362,LIRA COMÉRCIO VAREJISTA DE ALIMENTOS - EIRELI,4. Micro,14251.93,2850.386,5,"CONTRATO DE SAÚDE E SEGURANÇA, RENOVAÇÃO DOS PROGRAMAS LEGAIS, LAUDOS E AVALIAÇÕES AMBIENTAIS",169.66583333333332
8434805000155,DISMOTO DISTRIBUIDORA DE MOTOCICLETAS LTDA,3. Pequeno,14194.65,4731.55,3,"GESTÃO DO ESOCIAL, CIPA, SERVIÇOS EM SST",168.98392857142858
10530141000170,Mundau Comercio De Materiais Reciclados Ltda,3. Pequeno,14193.240000000002,3548.3100000000004,4,"- Combo Sst (renovacao) - Mundau Comercio De Materiais Reciclados Ltda, CONTRATO DE SAÚDE E SEGURANÇA, SERVIÇOS DE SAÚDE E SEGURANÇA NO TRABALHO, GESTÃO DO E-SOCIAL",168.96714285714287
7883178000177,LIDER ALAGOAS DISTRIBUIDORA LTDA,4. Micro,14133.2,7066.6,2,"EDUCAÇÃO CORPORATIVA, SERVIÇO EM SST",168.25238095238097
9278987000509,ABYS MODAS LTDA - LOJA 05,4. Micro,14127.119999999999,2018.1599999999999,7,"CONTRATO DE SAÚDE E SEGURANÇA, ELABORAÇÃO DOS PROGRAMAS LEGAIS (SST E ESOCIAL) - LOJA 05, SERVIÇOS EM SST (LOJA 1, LOJA 5, LOJA 6, LOJA 7 E LOJA 22), RENOVAÇÃO DOS PROGRAMAS LEGAIS - GRUPO, RENOVAÇÃO DOS PROGRAMAS LEGAIS - GRUPO ABYS, RENOVAÇÃO DOS PROGRAMAS LEGAIS",168.17999999999998
28978618000492,Irmaos Costas Ltda,4. Micro,14092.550000000001,2818.51,5,"Sesi Cambona - Renovacao Do Combo Sst - Erva Doce (mario De Gusmao), CONTRATO DE SAÚDE E SEGURANÇA, RENOVAÇÃO DOS PROGRAMAS LEGAIS - GRUPO IRMÃOS COSTA, RENOVAÇÃO DOS PROGRAMAS LEGAIS",167.7684523809524
9278987002048,ABYS MODAS LTDA - DEPÓSITO,3. Pequeno,14080.119999999999,1760.0149999999999,8,"CONTRATO DE SAÚDE E SEGURANÇA, EDUCAÇÃO CORPORATIVA - ABRIL VERDE, ELABORAÇÃO DOS PROGRAMAS LEGAIS (SST E ESOCIAL) - DEPOSITO, MEDIÇÃO AMBIENTAL, RENOVAÇÃO DOS PROGRAMAS LEGAIS - GRUPO, RENOVAÇÃO DOS PROGRAMAS LEGAIS - GRUPO ABYS, RENOVAÇÃO DOS PROGRAMAS LEGAIS",167.62047619047618
2594784000159,Previne Saude Ltda,4. Micro,14048.95,4682.983333333334,3,"Seguranca - Medicoes De Ruido - Previne Saude, Seguranca Ho - Medicoes - Previne Saude, Saude E Seguranca Na Industria - Medicoes - Previne Saude",167.24940476190477
36862046000167,E Mangabeira Ltda,4. Micro,14048.200000000003,7024.100000000001,2,"Documentacao Tecnica Legal - Open Servicos Tecnicos, Campanha Maio Amarelo - E Mangabeira Ltda",167.24047619047622
29564421000127,L M Silva Falcao Ltda,4. Micro,13978.779999999988,3494.694999999997,4,"Combo Sst - Helena Shoes, SERVIÇO EM SST, CONTRATO DE SAÚDE E SEGURANÇA",166.41404761904747
8695037000193,Gold Cafes Ltda,4. Micro,13975.990000000003,3493.997500000001,4,"Sesi Cambona - Renovacao Do Combo Sst - Gold Cafes Ltda, SST - MEDIÇÕES AMBIENTAIS, CONTRATO DE SAÚDE E SEGURANÇA, RENOVAÇÃO DOS PROGRAMAS LEGAIS E CONSULTORIA PARA O E SOCIAL",166.38083333333338
6009273000183,Memorial Parque De Maceio Ltda,3. Pequeno,13881.520000000037,4627.173333333346,3,"Sesi Cambona - Combo De Sst - Memorial Parque De Maceio Ltda, Seguranca - Ppp - Memorial Parque Maceio Ltda, Saude E Seguranca - Memorial Parque De Maceio Ltda",165.2561904761909
23452238002016,Dvg Industrial S.A.,3. Pequeno,13849.400000000016,3462.350000000004,4,"Sesi Cambona - Renovacao De Sst + Ho - Dvg Industrial S.a., Seguranca Do Trabalho (ppp) Dvg Industrial S.a, Saude E Seguranca - Dvg Industrial (ppp), Educacao Corporativa - Dvg Industrial",164.8738095238097
13898154000194,Industrial Madeiras Do Brasil Ltda,3. Pequeno,13803.560000000001,1971.937142857143,7,"CONTRATO DE SAÚDE E SEGURANÇA, MEDIÇÕES AMBIENTAIS, RENOVAÇÃO DOS PROGRAMAS LEGAIS (GRUPO), PPP PAULO FERREIRA E JOAO LUIZ DOS SANTOS, MIGRADA DO ORQUESTRA ANTIGO - 281677, RENOVAÇÃO DOS PROGRAMAS LEGAIS",164.32809523809524
32705707000190,PCHRISTIAN ESTETICA AUTOMOTIVA EIRELI,4. Micro,13724.900000000001,3431.2250000000004,4,"CONTRATO DE SAÚDE E SEGURANÇA, MEDIÇÃO",163.39166666666668
18219358000175,MAIS NATA LATICÍNIOS LTDA,4. Micro,13686.53,3421.6325,4,"CONTRATO DE SAÚDE E SEGURANÇA, SERVIÇOS EM SST",162.93488095238095
36158779000115,KBC BAR E RESTAURANTE LTDA,3. Pequeno,13600.0,4533.333333333333,3,"CONTRATO DE SAÚDE E SEGURANÇA, SERVIÇOS EM SST, nan",161.9047619047619
31406455000135,ASSOCIAÇÃO DOS PROPRIETARIOS DE UNIDADES AUTONOMAS DO CENTRO MEDICO HOSPITAL DO CORAÇÃO,3. Pequeno,13541.99,2708.398,5,"RENOVAÇÃO DO PCMSO, SERVIÇOS EM SST - LAUDOS, RENOVAÇÃO DOS PROGRAMAS LEGAIS, CURSO TRABALHO EM ALTURA - NR35, EDUCAÇÃO CORPORATIVA",161.21416666666667
6228417000192,Madebras Atacado De Madeiras Ltda,3. Pequeno,13531.83,2255.305,6,"CONTRATO DE SAÚDE E SEGURANÇA, SERVIÇOS EM SST, RENOVAÇÃO DOS PROGRAMAS LEGAIS (GRUPO), MIGRADA DO ORQUESTRA ANTIGO - 281701, RENOVAÇÃO DOS PROGRAMAS LEGAIS",161.09321428571428
1106583000100,SACRAMENTO E MOREIRA LTDA ME,3. Pequeno,13524.98,1932.1399999999999,7,"CONTRATO DE SAÚDE E SEGURANÇA, EDUCAÇÃO CORPORATIVA - BRIGADA DE INCÊNDIO, EDUCAÇÃO CORPORATIVA - COMBATE A INCÊNDIO, SERVIÇOS EM SST - LAUDOS AMBIENTAIS",161.01166666666666
11248065000177,Falcao & Silva Ltda,4. Micro,13359.98,4453.326666666667,3,"Cresce Industria - Loja Mais, CONTRATO DE SAÚDE E SEGURANÇA",159.04738095238093
6210697000101,K C A De Melo & Cia Ltda,4. Micro,13343.930000000004,2668.786000000001,5,"Combo Ssi - Prorrac, CONTRATO DE SAÚDE E SEGURANÇA, EDUCAÇÃO CORPORATIVA, GESTÃO DO ESOCIAL, SERVIÇOS EM SST",158.85630952380956
9813009000196,Alvaro Jose Do Monte Vasconcelos,4. Micro,13250.620000000006,3312.6550000000016,4,"Sesi - Cipatr - Fazenda Sao Sebastiao Do Bonito, Combo Sst (renovacao) - Fazenda Santa Luzia, Sst - Alvaro Jose Do Monte Vasconcelos, ASSESSORIA E TREINAMENTO DE CIPATR",157.74547619047627
5911108001636,M. R. ALIMENTACAO INDUSTRIAL LTDA,4. Micro,13240.220000000001,2206.7033333333334,6,"ORIENTAÇÃO PARA ELABORAÇÃO - PPP, VISITA TÉCNICA (TÉCNICO DE SEGURANÇA NO TRABALHO), SERVIÇOS DE SST",157.62166666666667
1611866001092,P J Refeicoes Coletivas Ltda,3. Pequeno,13230.970000000001,1653.8712500000001,8,"Ufas - Assistencia Tecnica Em Pericia Judicial (engenharia De Seguranca) - P J Refeicoes Coletivas Ltda, Assistencia Tecnica Em Pericia Judicial (engenharia De Seguranca) - P J Refeicoes Coletivas Ltda, Esocial - P J Refeicoes Coletivas Ltda, Medicoes - P J Refeicoes Coletivas Ltda, SERVIÇOS EM SST",157.51154761904763
3178923000126,Versan Empreendimentos Limitada,3. Pequeno,13139.08,4379.693333333334,3,"Combo Sst - Versan Empreendimentos Limitada, Pericia Judicial Tecnica - Versan Empreendimentos Limitada, Saude E Seguranca - Versan Empreendimento Limitada - Me - Cemiterio Arapiraca - Renovacao 2026",156.41761904761904
8753794000176,PESSOA E CALHEIROS INDUSTRIA E COMERCIO LTDA - EPP,3. Pequeno,13130.05,1641.25625,8,"ASSISTÊNCIA TÉCNICA EM PERÍCIA JUDICIAL - SEGURANÇA DO TRABALHO, SAÚDE E SEGURANÇA NO TRABALHO, CONTRATO DE SAÚDE E SEGURANÇA, ASSESSORIA PARA CONSTITUIÇÃO DE CIPA E CURSO DE CIPA, RENOVAÇÃO DOS PROGRAMAS LEGAIS, SERVIÇO EM SAÚDE E SEGURANÇA NO TRABALHO, SERVIÇOS DE SST",156.31011904761903
13342753000399,MINERAÇÃO BARRETO SA,4. Micro,13103.34,2620.668,5,"SERVIÇOS EM SST, CONTRATO DE SAÚDE E SEGURANÇA, RENOVAÇÃO DOS PROGRAMAS LEGAIS",155.99214285714285
4396985000762,Previparq Ltda,3. Pequeno,13097.74,3274.435,4,"Combo Sst - Previparq Ltda, CONTRATO DE SAÚDE E SEGURANÇA, SERVIÇOS EM SST",155.9254761904762
18543534000120,J & B COMERCIO E MANUTENCAO LTDA,3. Pequeno,13085.619999999999,3271.4049999999997,4,"CONTRATO DE SAÚDE E SEGURANÇA, AET - SERVIÇOS EM SST, SERVIÇO EM SST - MEDIÇÕES",155.78119047619046
10590725000130,Urcd Ilha Grande Comercio  Servicos E Construcao S.A,3. Pequeno,13084.840000000002,3271.2100000000005,4,"Sesi Cambona - Programas Legais - Urcd, Seguranca - Programas - Urcd Ilha Grande Comercio Servicos E Construcao S.a, Pgr - Urdc Ilha Grande Comercio Servicos E Construcao, Sst - Combo - Urcd Ilha Grande E Comercio Servicos E Construcao S/a",155.77190476190478
12517413000399,SERVIÇO DE APOIO AS M E P EMPRESAS DE ALAGOAS-SEBRAE-AL,4. Micro,12892.769999999999,4297.589999999999,3,"EDUCAÇÃO CORPORATIVA, SERVIÇOS EM SST, RENOVAÇÃO DO CONTRATO Nº109/2019",153.48535714285714
